run_id,phase,order,task_id,condition_id,baseline_condition_id,variant_id,repetition,seed
scr-17-0509,screening,509,task-01,5,,v1,2,17
scr-17-0510,screening,510,task-01,1,,v3,5,17
scr-17-0511,screening,511,task-04,5,,v2,4,17
scr-17-0512,screening,512,task-06,6b,,v2,4,17
scr-17-0513,screening,513,task-03,1,,v1,1,17
scr-17-0514,screening,514,task-08,1,,v3,5,17
scr-17-0515,screening,515,task-04,6a,,v1,1,17
scr-17-0516,screening,516,task-07,6b,,v2,3,17
scr-17-0517,screening,517,task-08,4,,v2,3,17
scr-17-0518,screening,518,task-07,5,,v2,3,17
scr-17-0519,screening,519,task-06,3,,v3,5,17
scr-17-0520,screening,520,task-03,6b,,v1,1,17
scr-17-0521,screening,521,task-05,1,,v3,6,17
scr-17-0522,screening,522,task-06,6c,,v1,1,17
scr-17-0523,screening,523,task-02,3,,v3,6,17
scr-17-0524,screening,524,task-06,6a,,v2,4,17
scr-17-0525,screening,525,task-02,2,,v3,6,17
scr-17-0526,screening,526,task-08,6a,,v2,3,17
scr-17-0527,screening,527,task-12,6b,,v1,2,17
scr-17-0528,screening,528,task-05,5,,v2,3,17
scr-17-0529,screening,529,task-03,4,,v3,6,17
scr-17-0530,screening,530,task-06,1,,v3,5,17
scr-17-0531,screening,531,task-09,6a,,v1,2,17
scr-17-0532,screening,532,task-01,1,,v3,6,17
scr-17-0533,screening,533,task-08,6c,,v3,6,17
scr-17-0534,screening,534,task-11,2,,v2,3,17
scr-17-0535,screening,535,task-02,1,,v2,4,17
scr-17-0536,screening,536,task-08,5,,v2,4,17
scr-17-0537,screening,537,task-02,1,,v3,5,17
scr-17-0538,screening,538,task-08,6c,,v2,4,17
scr-17-0539,screening,539,task-10,2,,v3,6,17
scr-17-0540,screening,540,task-01,4,,v1,1,17
scr-17-0541,screening,541,task-08,2,,v2,3,17
scr-17-0542,screening,542,task-11,6b,,v2,3,17
scr-17-0543,screening,543,task-09,6a,,v3,5,17
scr-17-0544,screening,544,task-04,1,,v1,2,17
scr-17-0545,screening,545,task-11,1,,v3,6,17
scr-17-0546,screening,546,task-11,6b,,v2,4,17
scr-17-0547,screening,547,task-02,6a,,v3,6,17
scr-17-0548,screening,548,task-09,6a,,v3,6,17
scr-17-0549,screening,549,task-07,5,,v3,5,17
scr-17-0550,screening,550,task-02,4,,v3,5,17
scr-17-0551,screening,551,task-03,6a,,v1,1,17
scr-17-0552,screening,552,task-08,1,,v2,3,17
scr-17-0553,screening,553,task-05,4,,v3,6,17
scr-17-0554,screening,554,task-12,3,,v3,6,17
scr-17-0555,screening,555,task-04,2,,v3,5,17
scr-17-0556,screening,556,task-05,2,,v2,4,17
scr-17-0557,screening,557,task-03,6c,,v3,6,17
scr-17-0558,screening,558,task-02,3,,v2,4,17
scr-17-0559,screening,559,task-03,6c,,v2,3,17
scr-17-0560,screening,560,task-09,5,,v2,4,17
scr-17-0561,screening,561,task-07,6b,,v1,2,17
scr-17-0562,screening,562,task-11,6a,,v2,4,17
scr-17-0563,screening,563,task-06,4,,v1,1,17
scr-17-0564,screening,564,task-09,6c,,v2,4,17
scr-17-0565,screening,565,task-09,2,,v2,4,17
scr-17-0566,screening,566,task-06,3,,v2,3,17
scr-17-0567,screening,567,task-01,5,,v2,4,17
scr-17-0568,screening,568,task-03,3,,v3,5,17
scr-17-0569,screening,569,task-06,6c,,v2,3,17
scr-17-0570,screening,570,task-12,5,,v1,2,17
scr-17-0571,screening,571,task-04,6a,,v3,5,17
scr-17-0572,screening,572,task-07,2,,v2,3,17
scr-17-0573,screening,573,task-08,6b,,v2,3,17
scr-17-0574,screening,574,task-07,4,,v3,5,17
scr-17-0575,screening,575,task-09,6b,,v3,5,17
scr-17-0576,screening,576,task-12,2,,v1,1,17
