run_id,phase,order,task_id,condition_id,baseline_condition_id,variant_id,repetition,seed
cnf-88-0401,confirmation,401,cnf-task-12,6c,5,v3,9,88
cnf-88-0402,confirmation,402,cnf-task-04,6c,5,v2,5,88
cnf-88-0403,confirmation,403,cnf-task-09,5,,v2,7,88
cnf-88-0404,confirmation,404,cnf-task-04,2,1,v2,5,88
cnf-88-0405,confirmation,405,cnf-task-04,6c,5,v2,8,88
cnf-88-0406,confirmation,406,cnf-task-10,1,,v3,10,88
cnf-88-0407,confirmation,407,cnf-task-01,2,1,v2,7,88
cnf-88-0408,confirmation,408,cnf-task-07,6c,5,v3,11,88
cnf-88-0409,confirmation,409,cnf-task-08,2,1,v1,3,88
cnf-88-0410,confirmation,410,cnf-task-03,5,,v2,7,88
cnf-88-0411,confirmation,411,cnf-task-05,1,,v2,6,88
cnf-88-0412,confirmation,412,cnf-task-08,2,1,v3,11,88
cnf-88-0413,confirmation,413,cnf-task-09,6c,5,v1,3,88
cnf-88-0414,confirmation,414,cnf-task-07,1,,v2,8,88
cnf-88-0415,confirmation,415,cnf-task-05,2,1,v1,1,88
cnf-88-0416,confirmation,416,cnf-task-09,6c,5,v3,9,88
cnf-88-0417,confirmation,417,cnf-task-10,1,,v1,2,88
cnf-88-0418,confirmation,418,cnf-task-11,2,1,v1,2,88
cnf-88-0419,confirmation,419,cnf-task-02,6c,5,v3,9,88
cnf-88-0420,confirmation,420,cnf-task-09,1,,v2,5,88
cnf-88-0421,confirmation,421,cnf-task-07,2,1,v3,10,88
cnf-88-0422,confirmation,422,cnf-task-11,5,,v1,2,88
cnf-88-0423,confirmation,423,cnf-task-08,2,1,v2,6,88
cnf-88-0424,confirmation,424,cnf-task-10,5,,v2,6,88
cnf-88-0425,confirmation,425,cnf-task-02,6c,5,v1,2,88
cnf-88-0426,confirmation,426,cnf-task-04,2,1,v3,11,88
cnf-88-0427,confirmation,427,cnf-task-11,6c,5,v2,8,88
cnf-88-0428,confirmation,428,cnf-task-01,1,,v1,2,88
cnf-88-0429,confirmation,429,cnf-task-10,2,1,v1,1,88
cnf-88-0430,confirmation,430,cnf-task-03,6c,5,v2,6,88
cnf-88-0431,confirmation,431,cnf-task-03,1,,v1,2,88
cnf-88-0432,confirmation,432,cnf-task-05,5,,v3,10,88
cnf-88-0433,confirmation,433,cnf-task-07,1,,v1,1,88
cnf-88-0434,confirmation,434,cnf-task-06,5,,v2,7,88
cnf-88-0435,confirmation,435,cnf-task-10,1,,v2,6,88
cnf-88-0436,confirmation,436,cnf-task-10,6c,5,v3,9,88
cnf-88-0437,confirmation,437,cnf-task-01,6c,5,v3,11,88
cnf-88-0438,confirmation,438,cnf-task-10,6c,5,v2,5,88
cnf-88-0439,confirmation,439,cnf-task-07,5,,v2,5,88
cnf-88-0440,confirmation,440,cnf-task-07,5,,v1,3,88
cnf-88-0441,confirmation,441,cnf-task-10,2,1,v1,4,88
cnf-88-0442,confirmation,442,cnf-task-11,1,,v3,11,88
cnf-88-0443,confirmation,443,cnf-task-06,1,,v2,8,88
cnf-88-0444,confirmation,444,cnf-task-09,2,1,v1,3,88
cnf-88-0445,confirmation,445,cnf-task-10,6c,5,v1,1,88
cnf-88-0446,confirmation,446,cnf-task-12,2,1,v3,9,88
cnf-88-0447,confirmation,447,cnf-task-08,2,1,v2,5,88
cnf-88-0448,confirmation,448,cnf-task-08,1,,v3,12,88
cnf-88-0449,confirmation,449,cnf-task-10,6c,5,v3,11,88
cnf-88-0450,confirmation,450,cnf-task-08,6c,5,v1,4,88
cnf-88-0451,confirmation,451,cnf-task-01,2,1,v3,12,88
cnf-88-0452,confirmation,452,cnf-task-05,1,,v2,5,88
cnf-88-0453,confirmation,453,cnf-task-07,6c,5,v1,4,88
cnf-88-0454,confirmation,454,cnf-task-12,1,,v2,5,88
cnf-88-0455,confirmation,455,cnf-task-06,1,,v1,2,88
cnf-88-0456,confirmation,456,cnf-task-05,5,,v2,8,88
cnf-88-0457,confirmation,457,cnf-task-12,6c,5,v2,6,88
cnf-88-0458,confirmation,458,cnf-task-08,6c,5,v3,11,88
cnf-88-0459,confirmation,459,cnf-task-03,2,1,v2,6,88
cnf-88-0460,confirmation,460,cnf-task-08,1,,v1,4,88
cnf-88-0461,confirmation,461,cnf-task-12,1,,v3,10,88
cnf-88-0462,confirmation,462,cnf-task-03,1,,v2,7,88
cnf-88-0463,confirmation,463,cnf-task-10,5,,v1,1,88
cnf-88-0464,confirmation,464,cnf-task-06,6c,5,v3,11,88
cnf-88-0465,confirmation,465,cnf-task-12,2,1,v2,6,88
cnf-88-0466,confirmation,466,cnf-task-01,2,1,v2,5,88
cnf-88-0467,confirmation,467,cnf-task-02,5,,v1,1,88
cnf-88-0468,confirmation,468,cnf-task-04,2,1,v1,3,88
cnf-88-0469,confirmation,469,cnf-task-08,6c,5,v3,9,88
cnf-88-0470,confirmation,470,cnf-task-01,5,,v1,4,88
cnf-88-0471,confirmation,471,cnf-task-06,6c,5,v3,9,88
cnf-88-0472,confirmation,472,cnf-task-01,6c,5,v2,6,88
cnf-88-0473,confirmation,473,cnf-task-04,1,,v1,1,88
cnf-88-0474,confirmation,474,cnf-task-08,5,,v1,3,88
cnf-88-0475,confirmation,475,cnf-task-11,2,1,v2,5,88
cnf-88-0476,confirmation,476,cnf-task-11,6c,5,v1,4,88
cnf-88-0477,confirmation,477,cnf-task-08,2,1,v3,9,88
cnf-88-0478,confirmation,478,cnf-task-05,6c,5,v1,3,88
cnf-88-0479,confirmation,479,cnf-task-06,2,1,v3,12,88
cnf-88-0480,confirmation,480,cnf-task-03,5,,v1,4,88
cnf-88-0481,confirmation,481,cnf-task-04,2,1,v3,9,88
cnf-88-0482,confirmation,482,cnf-task-01,5,,v1,3,88
cnf-88-0483,confirmation,483,cnf-task-01,2,1,v2,6,88
cnf-88-0484,confirmation,484,cnf-task-04,5,,v3,12,88
cnf-88-0485,confirmation,485,cnf-task-12,5,,v3,9,88
cnf-88-0486,confirmation,486,cnf-task-05,2,1,v2,7,88
cnf-88-0487,confirmation,487,cnf-task-10,6c,5,v2,7,88
cnf-88-0488,confirmation,488,cnf-task-03,2,1,v2,7,88
cnf-88-0489,confirmation,489,cnf-task-09,5,,v1,2,88
cnf-88-0490,confirmation,490,cnf-task-05,5,,v2,7,88
cnf-88-0491,confirmation,491,cnf-task-04,1,,v3,10,88
cnf-88-0492,confirmation,492,cnf-task-07,5,,v3,11,88
cnf-88-0493,confirmation,493,cnf-task-01,2,1,v3,11,88
cnf-88-0494,confirmation,494,cnf-task-06,1,,v1,4,88
cnf-88-0495,confirmation,495,cnf-task-05,2,1,v2,8,88
cnf-88-0496,confirmation,496,cnf-task-04,5,,v1,4,88
cnf-88-0497,confirmation,497,cnf-task-09,2,1,v2,5,88
cnf-88-0498,confirmation,498,cnf-task-11,5,,v2,7,88
cnf-88-0499,confirmation,499,cnf-task-09,1,,v1,3,88
cnf-88-0500,confirmation,500,cnf-task-06,5,,v1,2,88
cnf-88-0501,confirmation,501,cnf-task-05,5,,v1,4,88
cnf-88-0502,confirmation,502,cnf-task-08,2,1,v1,4,88
cnf-88-0503,confirmation,503,cnf-task-04,2,1,v1,4,88
cnf-88-0504,confirmation,504,cnf-task-12,5,,v3,11,88
cnf-88-0505,confirmation,505,cnf-task-02,5,,v3,10,88
cnf-88-0506,confirmation,506,cnf-task-05,1,,v2,8,88
cnf-88-0507,confirmation,507,cnf-task-07,2,1,v3,11,88
cnf-88-0508,confirmation,508,cnf-task-07,5,,v2,8,88
cnf-88-0509,confirmation,509,cnf-task-07,2,1,v3,9,88
cnf-88-0510,confirmation,510,cnf-task-12,5,,v1,4,88
cnf-88-0511,confirmation,511,cnf-task-11,6c,5,v1,3,88
cnf-88-0512,confirmation,512,cnf-task-08,5,,v2,8,88
cnf-88-0513,confirmation,513,cnf-task-12,5,,v1,2,88
cnf-88-0514,confirmation,514,cnf-task-12,6c,5,v2,7,88
cnf-88-0515,confirmation,515,cnf-task-08,6c,5,v1,3,88
cnf-88-0516,confirmation,516,cnf-task-10,2,1,v1,2,88
cnf-88-0517,confirmation,517,cnf-task-05,5,,v2,6,88
cnf-88-0518,confirmation,518,cnf-task-12,5,,v1,1,88
cnf-88-0519,confirmation,519,cnf-task-07,1,,v2,5,88
cnf-88-0520,confirmation,520,cnf-task-12,1,,v2,8,88
cnf-88-0521,confirmation,521,cnf-task-02,6c,5,v1,4,88
cnf-88-0522,confirmation,522,cnf-task-03,1,,v3,11,88
cnf-88-0523,confirmation,523,cnf-task-03,6c,5,v2,5,88
cnf-88-0524,confirmation,524,cnf-task-01,2,1,v3,10,88
cnf-88-0525,confirmation,525,cnf-task-07,5,,v2,7,88
cnf-88-0526,confirmation,526,cnf-task-10,1,,v2,7,88
cnf-88-0527,confirmation,527,cnf-task-03,5,,v3,10,88
cnf-88-0528,confirmation,528,cnf-task-03,6c,5,v3,10,88
cnf-88-0529,confirmation,529,cnf-task-01,2,1,v1,2,88
cnf-88-0530,confirmation,530,cnf-task-09,1,,v2,8,88
cnf-88-0531,confirmation,531,cnf-task-04,1,,v2,7,88
cnf-88-0532,confirmation,532,cnf-task-11,2,1,v3,11,88
cnf-88-0533,confirmation,533,cnf-task-02,2,1,v3,10,88
cnf-88-0534,confirmation,534,cnf-task-11,5,,v3,10,88
cnf-88-0535,confirmation,535,cnf-task-11,1,,v1,4,88
cnf-88-0536,confirmation,536,cnf-task-09,1,,v3,11,88
cnf-88-0537,confirmation,537,cnf-task-11,6c,5,v3,9,88
cnf-88-0538,confirmation,538,cnf-task-09,1,,v1,4,88
cnf-88-0539,confirmation,539,cnf-task-11,5,,v2,6,88
cnf-88-0540,confirmation,540,cnf-task-01,5,,v1,2,88
cnf-88-0541,confirmation,541,cnf-task-12,2,1,v1,1,88
cnf-88-0542,confirmation,542,cnf-task-10,5,,v3,9,88
cnf-88-0543,confirmation,543,cnf-task-12,1,,v3,9,88
cnf-88-0544,confirmation,544,cnf-task-06,1,,v1,1,88
cnf-88-0545,confirmation,545,cnf-task-01,2,1,v1,4,88
cnf-88-0546,confirmation,546,cnf-task-04,6c,5,v1,1,88
cnf-88-0547,confirmation,547,cnf-task-05,5,,v3,9,88
cnf-88-0548,confirmation,548,cnf-task-05,1,,v3,12,88
cnf-88-0549,confirmation,549,cnf-task-10,2,1,v3,10,88
cnf-88-0550,confirmation,550,cnf-task-06,2,1,v1,2,88
cnf-88-0551,confirmation,551,cnf-task-04,2,1,v1,1,88
cnf-88-0552,confirmation,552,cnf-task-02,2,1,v1,2,88
cnf-88-0553,confirmation,553,cnf-task-08,1,,v3,10,88
cnf-88-0554,confirmation,554,cnf-task-12,6c,5,v1,4,88
cnf-88-0555,confirmation,555,cnf-task-03,5,,v1,3,88
cnf-88-0556,confirmation,556,cnf-task-04,2,1,v3,12,88
cnf-88-0557,confirmation,557,cnf-task-07,5,,v1,1,88
cnf-88-0558,confirmation,558,cnf-task-03,6c,5,v3,11,88
cnf-88-0559,confirmation,559,cnf-task-10,2,1,v1,3,88
cnf-88-0560,confirmation,560,cnf-task-07,6c,5,v2,8,88
cnf-88-0561,confirmation,561,cnf-task-09,6c,5,v1,1,88
cnf-88-0562,confirmation,562,cnf-task-10,2,1,v3,9,88
cnf-88-0563,confirmation,563,cnf-task-04,5,,v3,10,88
cnf-88-0564,confirmation,564,cnf-task-03,6c,5,v3,12,88
cnf-88-0565,confirmation,565,cnf-task-03,5,,v2,6,88
cnf-88-0566,confirmation,566,cnf-task-05,6c,5,v1,2,88
cnf-88-0567,confirmation,567,cnf-task-03,6c,5,v2,7,88
cnf-88-0568,confirmation,568,cnf-task-10,6c,5,v2,8,88
cnf-88-0569,confirmation,569,cnf-task-08,2,1,v1,2,88
cnf-88-0570,confirmation,570,cnf-task-01,1,,v3,9,88
cnf-88-0571,confirmation,571,cnf-task-12,1,,v3,12,88
cnf-88-0572,confirmation,572,cnf-task-01,2,1,v1,3,88
cnf-88-0573,confirmation,573,cnf-task-04,6c,5,v3,10,88
cnf-88-0574,confirmation,574,cnf-task-08,1,,v2,5,88
cnf-88-0575,confirmation,575,cnf-task-05,1,,v1,3,88
cnf-88-0576,confirmation,576,cnf-task-09,2,1,v3,12,88
